Version,0.036,,,,,,,,,,,,,Lavar,,,,,,,,,,
Member Label,Member Description,P_Familj,Group Name,Variable Name,Internet link,Latin,P_Storaarter,P_Ris,P_BuskarTrad,P_Barande,P_Habitat_gräsm,P_Habitat_våtm,P_Mossor,P_Lavar,P_H8230,P_H6110,P_Silikat,P_Vatten,P_Kalk,P_Dike,P_Artrikt,P_Hällmark,P_naturahabitat,P_Sand
Grässtjärnblomma,Stellaria graminea,Nejlikväxter,SmaProvArt,Grasstjarnblomma,https://sv.wikipedia.org/wiki/Gr%C3%A4sstj%C3%A4rnblomma,Stellaria graminea,,,,,,,,,,,,,,,,,,
Gräsull,Eriophorum latifolium,Halvgräs,SmaProvArt,Grasull,https://artfakta.se/artbestamning/taxon/Eriophorum%20latifolium-222467,,,,,,Gräsmark,Våtmark,,,,,,,,,,,,
Gröe-Arter Övriga,Poa,Gräs,SmaProvArt,Groe_Arter_Ovriga,https://sv.wikipedia.org/wiki/Gr%C3%B6e-arter %C3%B6vriga,Poa,,,,,,,,,,,,,,,,,,
Gul Fetknopp,Sedum acre,Fetbladsväxter,SmaProvArt,Gul_Fetknopp,https://sv.wikipedia.org/wiki/Gul_fetknopp,Sedum acre,,,,,,,,,KT,,Silikat,,Kalk,,Artrikt,Hällmark,,
Gul Svärdslilja,Iris pseudacorus,Irisväxter,SmaProvArt,Gul_Svardslilja,https://sv.wikipedia.org/wiki/sv%C3%A4rdslilja,Iris pseudacorus,Stor art,,,,,,,,,,,,,,,,,
Gula Raggmossor,Racomitrium canescens-gr,Mossor,SmaProvArt,Gula_Raggmossor,https://sv.wikipedia.org/wiki/Gula Raggmossor,Racomitrium canescens-gr,,,,,,,Mossor,,,,Silikat,,,,,Hällmark,,
Guldspärrmossa,Campylium stellatum,Mossor,SmaProvArt,Guldsparrmossa,https://artfakta.se/artbestamning/taxon/campylium-stellatum-2736,,,,,,,Våtmark,Mossor,,,,,,,,,,,
Gulkämpar,Plantago maritima,Grobladsväxter,SmaProvArt,Gulkampar,https://sv.wikipedia.org/wiki/Gulk%C3%A4mpar,Plantago maritima,,,,,,,,,,,,,,,,,,
Gullris,Solidago virgaurea,Korgblommiga,SmaProvArt,Gullris,https://sv.wikipedia.org/wiki/Gullris,Solidago virgaurea,,,,,,,,,,,,,,,,,,
Gullviva,Primula veris,Viveväxter,SmaProvArt,Gullviva,https://sv.wikipedia.org/wiki/Gullviva,Primula veris,,,,,,,,,,,,,,,Artrikt,,,
Gulmåra,Galium verum,Måreväxter,SmaProvArt,Gulmara,https://sv.wikipedia.org/wiki/Gulm%C3%A5ra,Galium verum,,,,,,,,,,,Silikat,,Kalk,,Artrikt,Hällmark,,
Gulsporre,Linaria vulgaris,Grobladsväxter,SmaProvArt,Gulsporre,https://sv.wikipedia.org/wiki/Gulsporre,Linaria vulgaris,,,,,,,,,,,,,,,,,,
Gulvial,Lathyrus pratensis,Ärtväxter,SmaProvArt,Gulvial,https://sv.wikipedia.org/wiki/Gulvial,Lathyrus pratensis,,,,,,,,,,,,,,,,,,
Gyllenmossa,Tomentypnum nitens,Mossor,SmaProvArt,Gyllenmossa,https://artfakta.se/artbestamning/taxon/tomentypnum-nitens-2781,,,,,,,Våtmark,Mossor,,,,,,,,,,,
Gåsört,Argentina anserina,Rosväxter,SmaProvArt,Gasort,https://sv.wikipedia.org/wiki/G%C3%A5s%C3%B6rt,Argentina anserina,,,,,,,,,,,,,,,,,,
Gäddnate,Potamogeton natans,Nateväxter,SmaProvArt,Gaddnate,https://sv.wikipedia.org/wiki/G%C3%A4ddnate,Potamogeton natans,,,,,,,,,,,,Vatten,,,,,,
Gökblomster,Lychnis flos-cuculi,Nejlikväxter,SmaProvArt,Gokblomster,https://sv.wikipedia.org/wiki/G%C3%B6kblomster,Lychnis flos-cuculi,,,,,,,,,,,,,,,,,,
Gökärt,Lathyrus linifolius,Ärtväxter,SmaProvArt,Gokart,https://sv.wikipedia.org/wiki/G%C3%B6k%C3%A4rt,Lathyrus linifolius,,,,,,,,,,,,,,,,,,
Hagfibblor,Hieracium sect. Vulgata,Korgblommiga,SmaProvArt,Hagfibblor,https://sv.wikipedia.org/wiki/Hagfibblor,Hieracium sect. Vulgata,,,,,,,,,,,,,,,,,,
Hagtorn,Crataegus,Rosväxter,TradBuskArt,Hagtorn,https://sv.wikipedia.org/wiki/Hagtorn,Crataegus,,,Buskar,Bärande,,,,,,,,,,,,,,
Hallon,Rubus idaeus,Rosväxter,TradBuskArt,Hallon,https://sv.wikipedia.org/wiki/Hallon,Rubus idaeus,,,Buskar,Bärande,,,,,,,,,,,,,,
Harklöver,Trifolium arvense,Ärtväxter,SmaProvArt,Harklover,https://sv.wikipedia.org/wiki/Harkl%C3%B6ver,Trifolium arvense,,,,,,,,,KT,,Silikat,,Kalk,,Artrikt,Hällmark,,
Harkål,Lapsana communis,Korgblommiga,SmaProvArt,Harkal,https://sv.wikipedia.org/wiki/Hark%C3%A5l,Lapsana communis,,,,,,,,,,,,,,,,,,
Harmynta,Clinopodium acinos,Kransblommiga,SmaProvArt,Harmynta,https://sv.wikipedia.org/wiki/Harmynta,Clinopodium acinos,,,,,,,,,,,Silikat,,Kalk,,,Hällmark,,
Harris,Cytisus scoparius,Ärtväxter,TradBuskArt,Harris,https://sv.wikipedia.org/wiki/Harris,,,,Buskar,,,,,,,,,,,,,,,
Harsyra,Oxalis acetosella,Harsyreväxter,SmaProvArt,Harsyra,https://sv.wikipedia.org/wiki/Harsyra,Oxalis acetosella,,,,,,,,,,,,,,,,,,
Hassel,Corylus avellana,Björkväxter,TradBuskArt,Hassel,https://sv.wikipedia.org/wiki/Hassel,Corylus avellana,,,Buskar,Bärande,,,,,,,,,,,,,,
Havssälting,Triglochin maritimum,Sältingväxter,SmaProvArt,Havssalting,https://sv.wikipedia.org/wiki/Havss%C3%A4lting,Triglochin maritimum,,,,,,,,,,,,,,,,,,
Havssäv,Bolboschoenus maritimus,Halvgräs,SmaProvArt,Havssav,https://artfakta.se/artbestamning/taxon/Bolboschoenus%20maritimus-222660,,,,,,,,,,,,,,,,,,,
Havtorn,Hippophaë rhamnoides,Havtornsväxter,TradBuskArt,Havtorn,https://sv.wikipedia.org/wiki/Havtorn,Hippophaë rhamnoides,,,Buskar,Bärande,,,,,,,,,,,,,,
Hedlavar,Cetraria aculeata/muricata,Lavar,SmaProvArt,Hedlavar,https://www.dyntaxa.se/Taxon/Info/1007862,Cetraria aculeata/muricata,,,,,,,,Lavar,,,Silikat,,,,,Hällmark,,
Hedsäv,Trichophorum cespitosum subsp. germanicum,Halvgräs,SmaProvArt,Hedsav,https://sv.wikipedia.org/wiki/Heds%C3%A4v,Trichophorum cespitosum subsp. germanicum,,,,,,,,,,,,,,,,,,
Hirsstarr,Carex panicea,Halvgräs,SmaProvArt,Hirsstarr,https://sv.wikipedia.org/wiki/Hirsstarr,Carex panicea,,,,,,,,,,,,,Kalk,,,Hällmark,,
Hjortron,Rubus chamaemorus,Rosväxter,SmaProvArt,Hjortron,https://sv.wikipedia.org/wiki/Hjortron,Rubus chamaemorus,,,,,,,,,,,,,,,,,,
Humleblomster,Geum rivale,Rosväxter,SmaProvArt,Humleblomster,https://sv.wikipedia.org/wiki/Humleblomster,Geum rivale,,,,,,,,,,,,,,,,,,
Humlelucern,Medicago lupulina,Ärtväxter,SmaProvArt,Humlelucern,https://sv.wikipedia.org/wiki/Humlelucern,Medicago lupulina,,,,,,,,,,,,,,,,,,
Hundkäx,Anthriscus sylvestris,Flockblommiga,SmaProvArt,Hundkax,https://sv.wikipedia.org/wiki/Hundk%C3%A4x,Anthriscus sylvestris,Stor art,,,,,,,,,,,,,,,,,
Hundstarr,Carex nigra,Halvgräs,SmaProvArt,Hundstarr,https://sv.wikipedia.org/wiki/Hundstarr,Carex nigra,,,,,,,,,,,,,,,,,,
Hundäxing,Dactylis glomerata,Gräs,SmaProvArt,Hundaxing,https://sv.wikipedia.org/wiki/Hund%C3%A4xing,Dactylis glomerata,,,,,,,,,,,,,,,,,,
Husmossa,Hylocomium splendens,Mossor,SmaProvArt,Husmossa,https://sv.wikipedia.org/wiki/Husmossa,Hylocomium splendens,,,,,,,Mossor,,,,Silikat,,,,,Hällmark,,
Hårbjörnmossa,Polytrichum piliferum,Mossor,SmaProvArt,Harbjornmossa,https://sv.wikipedia.org/wiki/H%C3%A5rbj%C3%B6rnmossa,Polytrichum piliferum,,,,,,,Mossor,,,,Silikat,,,,,Hällmark,,
Hårgrimmia,Grimmia pulvinata,Mossor,SmaProvArt,Hargrimmia,https://artfakta.se/artbestamning/taxon/Grimmia%20pulvinata-2497,,,,,,,,Mossor,,,KT,,,Kalk,,,Hällmark,,
Hårnervmossa,Campylopus introflexus,Mossor,SmaProvArt,Harnervmossa,https://sv.wikipedia.org/wiki/H%C3%A5rnervmossa,Campylopus introflexus,,,,,,,Mossor,,,,Silikat,,,,,Hällmark,,
Hårstarr,Carex capillaris,Halvgräs,SmaProvArt,Harstarr,https://artfakta.se/artbestamning/taxon/Carex%20capillaris-222293,,,,,,Gräsmark,Våtmark,,,,,,,,,,,,
Häckvicker,Vicia sepium,Ärtväxter,SmaProvArt,Hackvicker,https://sv.wikipedia.org/wiki/H%C3%A4ckvicker,Vicia sepium,,,,,,,,,,,,,,,,,,
Hägg,Prunus padus,Rosväxter,TradBuskArt,Hagg,https://sv.wikipedia.org/wiki/H%C3%A4gg,Prunus padus,,,Träd,Bärande,,,,,,,,,,,,,,
Häggmisplar,Amelanchier,Rosväxter,TradBuskArt,Haggmisplar,https://sv.wikipedia.org/wiki/H%C3%A4ggmisplar,Amelanchier,,,Buskar,Bärande,,,,,,,,,,,,,,
Hästhov,Tussilago farfara,Korgblommiga,SmaProvArt,Hasthov,https://sv.wikipedia.org/wiki/H%C3%A4sthov,Tussilago farfara,,,,,,,,,,,,,,,,,,
Hästkastanj,Aesculus hippocastanum,Kinesträdsväxter,TradBuskArt,Hastkastanj,https://sv.wikipedia.org/wiki/H%C3%A4stkastanj,Aesculus hippocastanum,,,Träd,,,,,,,,,,,,,,,
Hönsarv,Cerastium fontanum,Nejlikväxter,SmaProvArt,Honsarv,https://sv.wikipedia.org/wiki/H%C3%B6nsarv,Cerastium fontanum,,,,,,,,,,,,,,,,,,
Höstfibbla,Scorzoneroides autumnalis,Korgblommiga,SmaProvArt,Hostfibbla,https://sv.wikipedia.org/wiki/H%C3%B6stfibbla,Scorzoneroides autumnalis,,,,,,,,,,,,,,,,,,
Idegran,Taxus baccata,Idegransväxter,TradBuskArt,Idegran,https://sv.wikipedia.org/wiki/Idegran,Taxus baccata,,,Träd,Bärande,,,,,,,,,,,,,,
Islandslavar,Cetraria islandica/ericetorum m.fl.,Lavar,SmaProvArt,Islandslavar,http://artfakta.artdatabanken.se/taxon/228548,Cetraria islandica/ericetorum m.fl.,,,,,,,,Lavar,,,Silikat,,,,,Hällmark,,
Jord-tråd-gullklöver,Trifolium,Ärtväxter,SmaProvArt,JoTrGuklover,https://artfakta.se/artbestamning/taxon/Trifolium%20aureum-221317,,,,,,,,,,,,,,,,,,,
Jordreva,Glechoma hederacea,Kransblommiga,SmaProvArt,Jordreva,https://sv.wikipedia.org/wiki/Jordreva,Glechoma hederacea,,,,,,,,,,,,,,,,,,
Jordtistel,Cirsium acaule,Korgblommiga,SmaProvArt,Jordtistel,https://artfakta.se/artbestamning/taxon/Cirsium%20acaule-220079,Cirsium acaule,,,,,Gräsmark,,,,,,,,Kalk,,,Hällmark,,
Jungfru M Nycklar,Dactylorhiza maculata subsp. maculata,Orkideer,SmaProvArt,Jungfru_Marie_Nycklar,https://sv.wikipedia.org/wiki/Fl%C3%A4cknycklar,Dactylorhiza maculata subsp. maculata,,,,,,,,,,,,,,,,,,
Jungfrulin,Polygala vulgaris,Jungfrulinväxter,SmaProvArt,Jungfrulin,https://sv.wikipedia.org/wiki/Jungfrulin,Polygala vulgaris,,,,,,,,,,,Silikat,,,,Artrikt,Hällmark,,
Jättebalsamin,Impatiens glandulifera,Balsaminväxter,SmaProvArt,Jattebalsamin,https://sv.wikipedia.org/wiki/J%C3%A4ttebalsamin,Impatiens glandulifera,Stor art,,,,,,,,,,,,,,,,,
Jättegröe,Glyceria maxima,Gräs,SmaProvArt,Jattegroe,https://sv.wikipedia.org/wiki/J%C3%A4ttegr%C3%B6e,Glyceria maxima,Stor art,,,,,,,,,,,Vatten,,Dike,,,,
Jätteloka,Heracleum mantegazzianum,Flockblommiga,SmaProvArt,Jatteloka,https://sv.wikipedia.org/wiki/J%C3%A4tteloka,Heracleum mantegazzianum,Stor art,,,,,,,,,,,,,,,,,
Jätteslide,Reynoutria sachalinensis,Slideväxter,SmaProvArt,Jatteslide,https://sv.wikipedia.org/wiki/J%C3%A4tteslide,Reynoutria sachalinensis,Stor art,,,,,,,,,,,,,,,,,
Kabbleka,Caltha palustris,Ranunkelväxter,SmaProvArt,Kabbleka,https://sv.wikipedia.org/wiki/Kabbleka,Caltha palustris,,,,,,,,,,,,Vatten,,Dike,,,,
Kakmossa,Hedwigia ciliata,Mossor,SmaProvArt,Kakmossa,https://sv.wikipedia.org/wiki/Kakmossa,Hedwigia ciliata,,,,,,,Mossor,,,,Silikat,,,,,Hällmark,,
Kalkbräken,Gymnocarpium robertianum,Ormbunksväxter,SmaProvArt,Kalkbraken,https://artfakta.se/artbestamning/taxon/Gymnocarpium%20robertianum-744,,,,,,,,,,,,,,Kalk,,,Hällmark,,
Kalkhedslav M.Fl.,Cladonia symphycarpia/ C. pusillum,Lavar,SmaProvArt,Kalkhedslav,https://artfakta.se/artbestamning/taxon/cladonia-symphycarpa-228668,,,,,,,,,Lavar,,KT,,,Kalk,,,Hällmark,,
Kalkkrassing,Sisymbrium supinum,Korsblommiga,SmaProvArt,Kalkkrassing,https://artfakta.se/artbestamning/taxon/Erucastrum%20supinum-1939,,,,,,,,,,,,,,Kalk,,,Hällmark,,
Kalklockmossa,Homalothecium lutescens,Mossor,SmaProvArt,Kalklockmossa,https://artfakta.se/artbestamning/taxon/Homalothecium%20lutescens-2780,,,,,,,,Mossor,,,KT,,,Kalk,,,Hällmark,,
Kalkstenslav,Aspicilia calcarea,Lavar,SmaProvArt,Kalkstenlav,https://artfakta.se/artbestamning/taxon/Circinaria%20calcarea-228174,,,,,,,,,Lavar,,KT,,,Kalk,,,Hällmark,,
Kamomill,Matricaria chamomilla,Korgblommiga,SmaProvArt,Kamomill,https://artfakta.se/artbestamning/taxon/Matricaria%20chamomilla-220249,,,,,,,,,,,,,,,,,,,
Kanad. Gullris,Solidago canadensis,Korgblommiga,SmaProvArt,Kanadensiskt_Gullris,https://sv.wikipedia.org/wiki/Kanadensiskt_gullris,Solidago canadensis,Stor art,,,,,,,,,,,,,,,,,
Kamäxing,Cynosurus cristatus,Gräs,SmaProvArt,Kamaxing,https://artfakta.se/artbestamning/taxon/Cynosurus%20cristatus-221520,,,,,,,,,,,,,,,,,,,
Kantig Fetknopp,Sedum sexangulare,Fetbladsväxter,SmaProvArt,Kantig_Fetknopp,https://sv.wikipedia.org/wiki/Kantig_fetknopp,Sedum sexangulare,,,,,Gräsmark,,,,KT,,Silikat,,Kalk,,,Hällmark,,
Kaprifol/Vildk.,Lonicera caprifolium/L. periclymenum,Kaprifolväxter,TradBuskArt,Kaprifol,https://sv.wikipedia.org/wiki/Kaprifol/vildkaprifol,Lonicera caprifolium/L. periclymenum,,,Buskar,Bärande,,,,,,,,,,,,,,
Kardborre-Arter,Arctium spp.,Korgblommiga,SmaProvArt,Kardborre_Arter,https://sv.wikipedia.org/wiki/Kardborre-arter,Arctium spp.,,,,,,,,,,,,,,,,,,
Kattfot,Antennaria dioica,Korgblommiga,SmaProvArt,Kattfot,https://sv.wikipedia.org/wiki/Kattfot,Antennaria dioica,,,,,,,,,KT,,Silikat,,,,Artrikt,Hällmark,,
Kaveldun(-ar),Typha latifolia/T. angustifolia,Halvgräs,SmaProvArt,Kaveldun,https://sv.wikipedia.org/wiki/Kaveldun,Typha latifolia/T. angustifolia,Stor art,,,,,,,,,,,Vatten,,Dike,,,,
Kirskål,Aegopodium podagraria,Flockblommiga,SmaProvArt,Kirskal,https://sv.wikipedia.org/wiki/Kirsk%C3%A5l,Aegopodium podagraria,Stor art,,,,,,,,,,,,,,,,,
Klasefibbla,Crepis praemorsa,Korgblommiga,SmaProvArt,Klasefibbla,https://sv.wikipedia.org/wiki/Klasefibbla,Crepis praemorsa,,,,,Gräsmark,,,,,,,,,,,,,
Klibbal,Alnus glutinosa,Björkväxter,TradBuskArt,Klibbal,https://sv.wikipedia.org/wiki/Klibbal,Alnus glutinosa,,,Träd,,,,,,,,,,,,,,,
Klipplök,Allium lineare,Lökväxter,SmaProvArt,Klipplok,https://artfakta.se/artbestamning/taxon/Allium%20lineare-32,,,,,,,,,,,,,,Kalk,,,Hällmark,,
Klockgentiana,Gentiana pneumonanthe,Gentianaväxter,SmaProvArt,Klockgentiana,https://sv.wikipedia.org/wiki/Klockgentiana,Gentiana pneumonanthe,,,,,,,,,,,,,,,,,,
Klockljung,Erica tetralix,Ljungväxter,SmaProvArt,Klockljung,https://sv.wikipedia.org/wiki/Klockljung,Erica tetralix,,,,,,,,,,,,,,,,,,
Knagglestarrar,Carex flava coll.,Halvgräs,SmaProvArt,Knagglestarr_Gruppen,https://artfakta.se/artbestamning/taxon/Carex%20flava-222312,,,,,,Gräsmark,Våtmark,,,,,,,,,,,,
Knapp-/agnsäv,Eleocharis palustris,Halvgräs,SmaProvArt,Knapp_agnsav,https://namnochslaktskap.artfakta.se/taxa/1006259/details,,,,,,,,,,,,,,,,,,,
Knapptåg,Juncus conglomeratus,Tågväxter,SmaProvArt,Knapptag,http://linnaeus.nrm.se/flora/mono/junca/juncu/junccon.html,Juncus conglomeratus,Stor art,,,,,,,,,,,Vatten,,Dike,,,,
Knavel-Arter,Scleranthus,Nejlikväxter,SmaProvArt,Vit_Tuvknavel,http://linnaeus.nrm.se/flora/di/caryophylla/scler/scleper.html,Scleranthus perennis/S. annuus,,,,,,,,,KT,,Silikat,,,,,Hällmark,,
Knipp-Ängsfryle,Luzula,Halvgräs,SmaProvArt,Knipp_Angsfryle,https://artfakta.se/artbestamning/taxon/luzula-campestris-222569,Luzula,,,,,,,,,,,,,,,,,,
Knoppvitmossa,Sphagnum teres,Mossor,SmaProvArt,Knoppvitmossa,https://sv.wikipedia.org/wiki/Knoppvitmossa,Sphagnum teres,,,,,,Våtmark,Mossor,,,,,,,,,,,
Knutnarv,Sagina nodosa,Nejlikväxter,SmaProvArt,Knutnarv,https://artfakta.se/artbestamning/taxon/Sagina%20nodosa-220903,,,,,,,,,,,,,,,,,,,
Knylhavre,Arrhenatherum elatius,Gräs,SmaProvArt,Knylhavre,https://sv.wikipedia.org/wiki/Knylhavre,Arrhenatherum elatius,Stor art,,,,,,,,,,,,,,,,,
Knägräs,Danthonia decumbens,Gräs,SmaProvArt,Knagras,https://sv.wikipedia.org/wiki/Kn%C3%A4gr%C3%A4s,Danthonia decumbens,,,,,,,,,,,Silikat,,,,,Hällmark,,
Knölsmörblomma,Ranunculus bulbosus,Ranunkelväxter,SmaProvArt,Knolsmorblomma,https://sv.wikipedia.org/wiki/Kn%C3%B6lsm%C3%B6rblomma,Ranunculus bulbosus,,,,,,,,,KT,,,,,,,,,
Knölsyska,Stachys palustris,Kransblommiga,SmaProvArt,Knolsyska,https://sv.wikipedia.org/wiki/Kn%C3%B6lsyska,Stachys palustris,,,,,,,,,,,,,,,,,,
Kopparbryum,Bryum alpinum,Mossor,SmaProvArt,Kopparbryum,https://sv.wikipedia.org/wiki/Kopparbryum,Bryum alpinum,,,,,,,Mossor,,,,Silikat,,,,,Hällmark,,
Korvgulmossa,Drepanocladus turgescens,Mossor,SmaProvArt,Korvgulmossa,https://artfakta.se/artbestamning/taxon/Drepanocladus%20turgescens-2714,,,,,,,,Mossor,,,,,,Kalk,,,Hällmark,,
Korvskorpion,Scorpidium scorpioides,Mossor,SmaProvArt,Korvskorpionmossa,https://artfakta.se/artbestamning/taxon/scorpidium-scorpioides-2715,,,,,,,Våtmark,Mossor,,,,,,,,,,,
Kranshakmossa,Rhytidiadelphus triquetrus,Mossor,SmaProvArt,Kranshakmossa,https://sv.wikipedia.org/wiki/Kranshakmossa,Rhytidiadelphus triquetrus,,,,,,Våtmark,Mossor,,,,Silikat,,,,,Hällmark,,
Krissla,Inula salicina,Korgblommiga,SmaProvArt,Krissla,https://artfakta.se/artbestamning/taxon/Pentanema%20salicinum-220210,,,,,,Gräsmark,,,,,,,,Kalk,,,,,
Krusbär,Ribes uva-crispa,Rosväxter,TradBuskArt,Krusbar,https://sv.wikipedia.org/wiki/Krusb%C3%A4r,Ribes uva-crispa,,,Buskar,Bärande,,,,,,,,,,,,,,
Kruskalkmossa,Tortella tortuosa,Mossor,SmaProvArt,Kruskalkmossa,https://artfakta.se/artbestamning/taxon/Tortella%20tortuosa-2244,,,,,,,,Mossor,,,KT,Silikat,,Kalk,,,Hällmark,,
Krustistel,Carduus crispus,Korgblommiga,SmaProvArt,Krustistel,https://sv.wikipedia.org/wiki/Krustistel,Carduus crispus,,,,,,,,,,,,,,,,,,
Kruståtel,Avenella flexuosa,Gräs,SmaProvArt,Krustatel,https://sv.wikipedia.org/wiki/Krust%C3%A5tel,Avenella flexuosa,,,,,,,,,,,Silikat,,,,,Hällmark,,
Krypnarv,Sagina procumbens,Nejlikväxter,SmaProvArt,Krypnarv,https://sv.wikipedia.org/wiki/Krypnarv,Sagina procumbens,,,,,,,,,,,,,,,,,,
Kråkbär,Empetrum nigrum,Ljungväxter,SmaProvArt,Krakbar,https://sv.wikipedia.org/wiki/Kr%C3%A5kb%C3%A4r,Empetrum nigrum,,,,,,,,,,,Silikat,,,,,Hällmark,,
Kråkklöver,Comarum palustre,Rosväxter,SmaProvArt,Krakklover,https://sv.wikipedia.org/wiki/Kr%C3%A5kkl%C3%B6ver,Comarum palustre,,,,,,,,,,,,,,,,,,
Kråkvicker,Vicia cracca,Ärtväxter,SmaProvArt,Krakvicker,https://sv.wikipedia.org/wiki/Kr%C3%A5kvicker,Vicia cracca,,,,,,,,,,,,,,,,,,
Kummin,Carum carvi,Flockblommiga,SmaProvArt,Kummin,https://sv.wikipedia.org/wiki/Kummin,Carum carvi,,,,,,,,,,,,,,,,,,
Kvastmossor,Dicranum,Mossor,SmaProvArt,Kvastmossor,https://sv.wikipedia.org/wiki/Kvastmossor,Dicranum,,,,,,,Mossor,,,,Silikat,,,,,Hällmark,,
Kvickrot,Elytrigia repens,Gräs,SmaProvArt,Kvickrot,https://sv.wikipedia.org/wiki/Kvickrot,Elytrigia repens,,,,,,,,,,,,,,,,,,
Källmossor,Philonotis spp.,Mossor,SmaProvArt,Kallmossor,https://artfakta.se/artbestamning/taxon/philonotis-1004672,,,,,,,Våtmark,Mossor,,,,,,,,,,,
Källpraktmossa,Pseudobryum cinclidioides,Mossor,SmaProvArt,Kallpraktmossa,https://artfakta.se/artbestamning/taxon/pseudobryum-cinclidioides-2387,,,,,,,Våtmark,Mossor,,,,,,,,,,,
Käringtand,Lotus corniculatus,Ärtväxter,SmaProvArt,Karingtand,https://sv.wikipedia.org/wiki/K%C3%A4ringtand,Lotus corniculatus,,,,,,,,,,,,,Kalk,,Artrikt,,,
Kärleksört,Hylotelephium telephium,Fetbladsväxter,SmaProvArt,Karleksort,https://sv.wikipedia.org/wiki/K%C3%A4rleks%C3%B6rt,Hylotelephium telephium,,,,,,,,,KT,,Silikat,,,,Artrikt,Hällmark,,
Kärrfräken,Equisetum palustre,Fräkenväxter,SmaProvArt,Karrfraken,https://sv.wikipedia.org/wiki/K%C3%A4rrfr%C3%A4ken,Equisetum palustre,,,,,,,,,,,,,,,,,,
Kärrkammossa,Helodium blandowii,Mossor,SmaProvArt,Karrkammossa,https://artfakta.se/artbestamning/taxon/helodium-blandowii-2682,,,,,,,Våtmark,Mossor,,,,,,,,,,,
Kärrkavle,Alopecurus geniculatus,Gräs,SmaProvArt,Karrkavle,https://sv.wikipedia.org/wiki/K%C3%A4rrkavle,Alopecurus geniculatus,,,,,,,,,,,,,,,,,,
Kärrknipprot,Epipactis palustris,Orkideer,SmaProvArt,Karrknipprot,https://artfakta.se/artbestamning/taxon/Epipactis%20palustris-219799,,,,,,Gräsmark,Våtmark,,,,,,,,,,,,
Kärrsilja,Peucedanum palustre,Flockblommiga,SmaProvArt,Karrsilja,https://sv.wikipedia.org/wiki/K%C3%A4rrsilja,Peucedanum palustre,,,,,,,,,,,,,,,,,,
Kärrspira,Pedicularis palustris,Snyltrotsväxter,SmaProvArt,Karrspira,https://sv.wikipedia.org/wiki/K%C3%A4rrspira,Pedicularis palustris,,,,,,,,,,,,,,,,,,
Kärrsälting,Triglochin palustre,Sältingväxter,SmaProvArt,Karrsalting,https://sv.wikipedia.org/wiki/K%C3%A4rrs%C3%A4lting,Triglochin palustre,,,,,,,,,,,,,,,,,,
Kärrtistel,Cirsium palustre,Korgblommiga,SmaProvArt,Karrtistel,https://sv.wikipedia.org/wiki/K%C3%A4rrtistel,Cirsium palustre,,,,,,,,,,,,,,,,,,
Kärrviol,Viola palustris,Violväxter,SmaProvArt,Karrviol,https://sv.wikipedia.org/wiki/K%C3%A4rrviol,Viola palustris,,,,,,,,,,,,,,,,,,
Körsbär Sur,Prunus cerasus,Rosväxter,TradBuskArt,Surkorsbar,https://sv.wikipedia.org/wiki/Surk%C3%B6rsb%C3%A4r,Prunus cerasus,,,Träd,Bärande,,,,,,,,,,,,,,
Körsbär Söt,Prunus avium,Rosväxter,TradBuskArt,Sotkorsbar,https://sv.wikipedia.org/wiki/S%C3%B6tk%C3%B6rsb%C3%A4r,Prunus avium,,,Träd,Bärande,,,,,,,,,,,,,,
Liguster,Ligustrum vulgare,Syrenväxter,TradBuskArt,Liguster,https://sv.wikipedia.org/wiki/Liguster,,,,Buskar,,,,,,,,,,,,,,,
Liljekonvalj,Convallaria majalis,Sparrisväxter,SmaProvArt,Liljekonvalj,https://sv.wikipedia.org/wiki/Liljekonvalj,Convallaria majalis,,,,,,,,,,,,,,,,,,
Lindar,Tilia,Malvaväxter,TradBuskArt,Lindar,https://sv.wikipedia.org/wiki/Lindar,Tilia,,,Träd,,,,,,,,,,,,,,,
Lingon,Vaccinium vitis-idaea,Ljungväxter,SmaProvArt,Lingon,https://sv.wikipedia.org/wiki/Lingon,Vaccinium vitis-idaea,,Ris,,,,,,,,,Silikat,,,,,Hällmark,,
Liten Blåklocka,Campanula rotundifolia subsp. rotundifolia,Klockväxter,SmaProvArt,Liten_Blaklocka,https://sv.wikipedia.org/wiki/Liten_bl%C3%A5klocka,Campanula rotundifolia subsp. rotundifolia,,,,,,,,,,,Silikat,,Kalk,,Artrikt,Hällmark,,
Liten Fetknopp,Sedum annuum,Fetbladsväxter,SmaProvArt,Liten_Fetknopp,https://sv.wikipedia.org/wiki/Liten_fetknopp,Sedum annuum,,,,,,,,,KT,,Silikat,,,,,Hällmark,,
Ljung,Calluna vulgaris,Ljungväxter,SmaProvArt,Ljung,https://sv.wikipedia.org/wiki/Ljung,Calluna vulgaris,,Ris,,,,,,,,,Silikat,,,,,Hällmark,,
Loppstarr,Carex pulicaris,Halvgräs,SmaProvArt,Loppstarr,https://artfakta.se/artbestamning/taxon/Carex%20pulicaris-222361,,,,,,,,,,,,,,,,,,,
Ludd-/Lentåtel,Holcus lanatus/H. mollis,Gräs,SmaProvArt,Ludd_Lentatel,https://sv.wikipedia.org/wiki/Ludd-/lent%C3%A5tel,Holcus lanatus/H. mollis,,,,,,,,,,,,,,,,,,
